"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"24700","0","318","","0","356","Warhammer Online: Age of Reckoning","0","6034","2461","0","0","1570","1536","0","0","","","0"
"274290","24","194","Deconstructeam","33","81","Gods Will Be Watching","600","318990","17889","1312","1147","189663","13796","1508","999","Devolver Digital","30","72"
"396890","3","842","DopplerFrog","3","391","Gridworld","31","12592","3555","784","1536","11018","3325","149","99","DopplerFrog","51","83"
"211010","1838","119","Sigma Team Inc.","1838","57","Alien Shooter 2 Conscription","38","75550","8708","784","1536","16789","4105","151","999","Sigma Team Inc.","44","78"
"500190","0","52","Sean O'Connor","0","52","Firefight","11","1312","1147","0","0","1049","1026","32","999","Sean O'Connor","35","71"
"293860","21","137","Milkstone Studios","21","104","White Noise Online","199","64270","8032","788","1091","44333","6671","333","499","Milkstone Studios","18","67"
"659460","189","233","Triple Rush Games","189","211","RiotZ","0","89978","9503","785","1086","88142","9405","0","399","Triple Rush Games","","0"
"394950","0","214","Runestone Games Limited","0","214","Mystery Castle","0","791","1550","0","0","791","1550","16","999","Runestone Games Limited","100","100"
"40380","35","121","Techland","35","33","nail'd","200","109128","10465","788","1091","70304","8400","832","499","Deep Silver","46","80"
"234370","0","43","Arcen Games, LLC","0","7","Shattered Haven","57","102045","10120","0","0","16789","4105","26","999","Arcen Games, LLC","2","38"
"398150","0","298","xPathfinder","0","325","Ace of Protectors","19","11018","3325","0","0","8657","2947","21","199","xPathfinder Games","10","80"
"705090","1","6","Ripknot Systems","1","12","Trivia Vault: Super Heroes Trivia 2","0","3935","1987","791","1550","1312","1147","0","99","Ripknot Systems","","0"
"438000","305","217","Kindermann Corp.","305","225","PIXELMAN","2","7608","2763","791","1550","5509","2351","30","299","Kindermann Corp.","86","100"
"290280","349","191","Quantized Bit","349","175","Volt","81","65057","8081","785","1538","43284","6591","186","199","Quantized Bit","27","66"
"585260","0","40","NIVLACART","0","40","Antagonist","2","12854","3592","0","0","1183","1336","29","299","Degica","86","95"
"667510","0","0","MegaByte","0","0","The Elmian Warrior","0","2623","1622","0","0","0","0","0","499","MegaByte","","0"
"547850","0","120","Christine Barron","0","182","Trump Simulator VR","14","2099","1451","0","0","1836","1357","36","99","The Family Collective, LLC","31","76"
"756360","6","91","IRVIN","6","91","LINCH","21","1182","1335","791","1550","791","1550","61","599","IRVIN","35","66"
"562810","170","273","Ubisoft Pune","200","193","MONOPOLY PLUS","297","33316","5783","5771","2407","29905","5479","208","1499","Ubisoft","5","39"
"492490","0","139","Anarchy Enterprises","0","187","Zombie Apocalypse: Escape The Undead City","41","4984","2236","0","0","2886","1702","19","99","Anarchy Enterprises","2","37"
"263940","88","1407","Mad Otter Games","119","186","Red Baron Pack","11","7345","2715","1571","2175","3410","1850","31","999","Mad Otter Games","33","70"
"416260","0","7","Finalspark Gamestudios","0","14","The Lost Island","45","12592","3555","0","0","1312","1147","19","999","Finalspark Gamestudios","1","33"
"726160","0","0","Iconic Games, Adham Jaber","0","0","The Under","0","10755","3285","0","0","0","0","0","199","Iconic Games","","0"
"270910","69","401","Team17 Digital Ltd","82","169","Worms World Party Remastered","196","52466","7257","3673","1920","34890","5918","267","1499","Team17 Digital Ltd","13","58"
"687870","7","8","CINEMUR","7","10","CINEVR - Social Movie Theater","7","6558","2565","785","1086","3673","1920","4","0","CINEMUR","3","36"
"612440","0","6","The Cable Center","0","6","The Cable Center - Virtual Archive","0","4722","2177","0","0","1049","1026","0","0","The Cable Center","","0"
"471710","115","304","Against Gravity®","38","46","Rec Room","56","407132","20208","26233","5131","244489","15662","2149","0","Against Gravity®","97","97"
"222160","0","168","Denis Galanin (mif2000)","0","157","Hamlet or the Last Game without MMORPG Features, Shaders ...","131","46170","6807","0","0","28856","5382","233","499","","21","66"
"487740","0","11","Team of Light Media LLC","0","11","Tower Island: Explore, Discover and Disassemble","0","3673","1920","0","0","785","1086","0","999","Team of Light Media LLC","","0"
"201020","311","5633","Visual Concepts","311","2921","NBA 2K12","15","40661","6388","788","1090","35677","5984","80","1999","2K Sports","","0"
"546230","0","376","Deep Shadows","0","495","Xenus 2. White gold.","22","8919","2992","0","0","2361","1539","48","1499","GFI","25","69"
"316030","0","423","Etranges Libellules Studios","0","203","Disney Alice in Wonderland","23","13379","3664","0","0","8657","2947","53","1999","Disney Interactive","27","64"
"599880","0","152","IriySoft","0","158","Tequila Zombies 3","0","4460","2115","0","0","3410","1850","0","299","IriySoft","","0"
"299150","0","216","Gogii Games","0","181","Empress Of The Deep","30","11805","3442","0","0","4722","2177","61","499","Strategy First","24","63"
"2550","1","64","Elephant Games","1","15","RIP - Trilogy","122","152150","12357","791","1550","21773","4675","189","499","","16","65"
"24140","0","315","","0","472","Pirates of the Burning Sea","0","7083","2666","0","0","1836","1357","0","0","","","0"
"305640","14","277","Kitfox Games","14","137","Shattered Planet","140","93651","9695","788","1091","51154","7165","342","1499","Kitfox Games","28","71"
"265330","159","153","Fishcow Studio","177","92","Gomo","252","105456","10288","1183","1336","50629","7128","749","499","Daedalic Entertainment","35","74"
"555630","96","295","illuCalab","96","451","A Magical High School Girl / ","13","7083","2666","784","1536","4460","2115","62","999","Sekai Project","51","82"
"8930","751","10580","Firaxis Games, Aspyr (Mac, Linux)","304","2539","Sid Meier's Civilization V","4329","10607741","102085","699628","26483","10023275","99293","117232","2999","2K Games, Aspyr (Mac, Linux)","95","96"
"7530","302","154","Reality Pump Studios","317","88","Two Worlds II Castle Defense","152","251048","15871","23085","4813","64270","8032","107","999","Topware Interactive","5","39"
"654050","719","281","10tons Ltd","719","333","JYDGE","15","5771","2407","791","1550","5247","2295","168","1499","10tons Ltd","78","90"
"718500","7","15","Derpy Dinos","7","6","Derpy Dinos","10","14690","3840","785","1086","8657","2947","32","0","Derpy Dinos","39","76"
"601640","150","231","HeX","150","225","The guard of dungeon","22","96274","9830","785","1086","90503","9531","31","89","Laush Studio","14","56"
"302830","146","422","Shumkov Dmitriy","33","48","BLOCKADE 3D","10061","4353326","65818","52990","7293","3257059","56994","14519","0","Shumkov Dmitriy","15","59"
"242130","12","248","TimeSymmetry","12","97","Vector Thrust","240","34365","5873","785","1538","22298","4731","300","499","Iceberg Interactive","12","57"
"540690","0","73","The Dragonloft","0","90","Hellenica","15","1049","1026","0","0","1049","1026","24","1999","The Dragonloft","17","54"
"386290","0","173","Lucky You Studio","0","216","Kumoon : Ballistic Physics Puzzle","16","8919","2992","0","0","6558","2565","52","299","Lucky You Studio","39","57"
"463920","0","31","Gentle Ghouls","0","32","Initia: Elemental Arena","37","29381","5430","0","0","2623","1622","35","1199","Gentle Ghouls","","0"
"255870","9","212","Double Eleven, Q-Games Ltd.","9","122","PixelJunk Shooter","39","167627","12970","785","1538","84469","9207","411","899","Double Eleven","78","95"
"475550","250","313","Warm Lamp Games","76","186","Beholder","765","614634","24824","25183","5028","445695","21143","6918","999","Alawar Premium","74","90"
"735840","0","0","Dexion Games","0","0","Retro Space Shooter","0","2361","1539","0","0","0","0","0","99","Dexion Games","","0"
"607360","0","293","Zero Mass Energy, Inc","0","483","COG (Center Of Gravity)","0","2363","1888","0","0","1182","1335","0","599","Zero Mass Energy, Inc","","0"
"500570","126","260","EnsenaSoft","126","210","Mahjong Deluxe 2: Astral Planes","16","61122","7832","788","1090","45383","6749","24","299","EnsenaSoft","16","50"
"509250","186","313","Electric Hat Games LLC.","49","81","TO THE TOP","21","16002","4008","2623","1622","13641","3700","273","1999","Electric Hat Games LLC.","82","92"
"393320","237","1394","Individual Software","237","1394","Typing Instructor Platinum 21","0","791","1550","791","1550","791","1550","2","599","Individual Software","100","100"
"323680","0","25","Incandescent Imaging","0","29","Caffeine","28","11280","3365","0","0","1836","1357","9","1099","Incandescent Imaging","","0"
"551680","0","184","Strong Cube","0","202","Bad birthday","10","5509","2351","0","0","4722","2177","15","499","Strong Cube","16","77"
"453300","0","93","Pon Pon Games","0","66","A Healer Only Lives Twice","17","8919","2992","0","0","6034","2461","63","499","AGM PLAYISM","42","77"
"323260","0","634","Shaman Games Studio","0","729","Robin's Island Adventure","5","13641","3700","0","0","1576","1542","5","499","1C Company, Shaman Games Studio","9","50"
"410670","149","198","Technomancy Studios","149","110","Suits: A Business RPG","68","52990","7293","791","1550","36464","6050","527","99","Technomancy Studios","67","88"
"599060","0","63","5th Planet Games","0","13","Age of Heroes: Conquest","18","18101","4262","0","0","13903","3735","14","0","5th Planet Games","5","43"
"323270","0","230","iMaxGen","0","294","Jane Angel: Templar Mystery","7","8394","2902","0","0","1962","1717","15","499","1C Company, Shaman Games Studio","25","61"
"373870","0","244","Space Monkey International","0","251","Sisters Secrecy: Arcanum Bloodlines - Premium Edition","8","15740","3975","0","0","3410","1850","15","699","1C Company","22","60"
"629400","0","6","Titanium Game Studios","0","6","Mall Mayhem","0","2623","1622","0","0","785","1538","0","399","Titanium Game Studios","","0"
"526440","0","3","Pixelpointer Studios","0","3","vRhythm","0","791","1550","0","0","791","1550","0","499","Pixelpointer Studios","","0"
"624070","51","202","Interplay Entertainment Corp.","51","285","Dragon Wars","0","1183","1336","791","1550","1583","2192","0","999","Interplay Entertainment Corp.","","0"
"600350","0","50","Red Iron Labs","0","50","VectorWars VR","0","1574","1257","0","0","785","1086","0","399","Red Iron Labs","","0"
"741490","0","2","MMEU","0","2","Atlantis VR","7","788","1091","0","0","785","1538","10","199","Forever Entertainment S. A.","14","58"
"654520","0","0","Notus Games Ltd","0","0","Travel Riddles: Trip To Greece","0","1183","1336","0","0","0","0","0","999","Notus Games Ltd","","0"
"377200","0","420","Yal","0","420","Daemon Detective Gaiden","1","788","1090","0","0","788","1090","11","999","Degica","78","80"
"758210","26","22","OneTechAsia","50","21","Escape Room","9","4722","2177","1183","1336","2099","1451","4","0","OneTechAsia","2","30"
"433920","0","837","Amaranth Games, LLC","0","950","Aveyond 4: Shadow of the Mist","4","3148","1777","0","0","1574","1257","102","1499","Degica","95","89"
"340070","198","327","Playboom","238","207","Battle Ranch: Pigs vs Plants","347","155298","12484","2353","2660","113850","10689","376","199","Playboom","10","50"
"491830","0","13","Impetus Games","0","13","Glow","4","8657","2947","0","0","788","1091","17","499","Impetus Games","46","90"
"340130","0","7","Doyodo","0","10","Moorhuhn Invasion (Crazy Chicken Invasion)","4","13641","3700","0","0","2623","1622","23","399","Retroism","59","85"
"356370","0","256","Soccer Manager Ltd","0","19","Soccer Manager 2015","166","395852","19927","0","0","241866","15578","377","0","Soccer Manager Ltd","27","69"
"409910","390","775","Bitmen Studios","390","1030","The Storm Guard: Darkness is Coming","21","4722","2177","785","1538","4460","2115","88","1999","Bitmen Studios","46","80"
"697530","0","0","wHDinc.","0","0","PARSE","0","1836","1357","0","0","0","0","0","99","wHDinc.","","0"
"517460","9","115","GamestormVR","9","168","SteamHammerVR - The Rogue Apprentice","7","1312","1147","791","1550","1577","1543","14","1499","Showstorm Ltd","23","33"
"664030","0","0","INDIE PLAY","0","0","Time To Walk Alone","0","791","1550","0","0","0","0","0","99","INDIE PLAY","","0"
"506830","0","183","Toka Loka Games","0","245","Goo Saga","1","4984","2236","0","0","2623","1622","11","499","Toka Loka Games","78","80"
"350380","0","34","The Third Floor, Inc, The Virtual Reality Company","0","40","The Martian VR Experience","32","1312","1147","0","0","1577","1543","8","999","20th Century Fox Film Corporation","0","15"
"682530","151","161","doorfortyfour","151","221","MarZ Rising","4","1576","1542","788","1090","1576","1542","24","1499","doorfortyfour","59","84"
"724280","1","1","Crankies Smartworks","1","1","Crankies Workshop: Freebot Assembly","11","5509","2351","791","1550","3935","1987","15","0","VT Publishing","13","57"
"770380","0","0","Stegalosaurus Game Development","0","0","Army of Tentacles: (Not) A Cthulhu Dating Sim: Black GOAT of the Woods Edition","0","791","1550","0","0","0","0","0","1099","Stegalosaurus Game Development","","0"
"243120","100","231","Blackpowder Games","125","120","Betrayer","498","294856","17199","1836","1357","180744","13467","2305","499","Blackpowder Games","51","82"
"530830","9","59","GameCoder Studios, Render Farm Studios","9","59","Sophie's Guardian","2","1049","1026","784","1536","1049","1026","8","899","GameCoder Studios, Render Farm Studios","46","80"
"553730","0","138","Aperico Software","0","208","Crypt Cards","7","2361","1539","0","0","2356","2664","4","0","Aperico Software","3","36"
"264000","0","203","stillalive studios","0","134","Son of Nor","71","17314","4169","0","0","12854","3592","128","1999","Viva Media","21","52"
"202670","305","565","HeR Interactive","305","557","Nancy Drew: Alibi in Ashes","6","11280","3365","785","1086","7870","2810","31","699","HeR Interactive","53","88"
"427860","11","143","Illuminated Games","11","164","The Next World","20","4722","2177","791","1550","4197","2052","54","1299","AAD Productions","31","72"
"589320","25","162","Toxic Dog","25","70","Catch a Lover","115","11280","3365","791","1550","10755","3285","135","699","Toxic Dog","11","54"
"496550","91","170","Antonio Renna","91","169","Noob Squad","228","27807","5283","785","1086","18888","4354","180","99","Antonio Renna","6","40"
