"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"525540","0","10","David Nestoruk, Karl Binder","0","12","Six Feet Under","4","20462","4532","0","0","3410","1850","9","0","Adhere Technology","27","69"
"460960","182","210","Pilgrim Adventures","226","198","The Deed: Dynasty","26","87617","9377","2374","2685","58499","7662","204","299","GrabTheGames","67","88"
"509070","23","61","Jorge Moreno Aguilera, David Erosa","23","102","Super VR Trainer","5","3148","1777","788","1090","2623","1622","16","1799","David Erosa García","39","73"
"473910","0","75","invrse studios","0","47","The Nest","53","11018","3325","0","0","9968","3163","115","1499","invrse studios","25","67"
"376450","0","120","Auroch Digital","0","138","Last Days of Old Earth","13","3673","1920","0","0","2886","1702","30","2499","Slitherine Ltd.","27","52"
"29520","0","10","","0","10","Lineage","0","1836","1357","0","0","791","1550","0","0","","","0"
"773170","3","3","Corradi Games","6","6","Close the Window!","0","2361","1539","1571","2175","1571","2175","0","99","Corradi Games","","0"
"339840","0","113","House of Tales","0","27","The Moment of Silence","13","12854","3592","0","0","3151","2180","25","1499","THQ Nordic","22","66"
"747320","19","19","INGAME","19","19","Bravium","1","791","1550","791","1550","791","1550","17","1499","INGAME","89","92"
"517660","0","238","Ward Dehairs","0","224","Drop Out 0","1","7608","2763","0","0","7345","2715","4","199","Ward Dehairs","46","100"
"49810","0","101","Muse Games","0","42","CreaVures","22","37513","6136","0","0","11018","3325","104","499","Muse Games","51","83"
"587390","0","342","Strong Cube","0","402","LOR - League of Runners","0","2623","1622","0","0","2099","1451","4","1399","Strong Cube","100","100"
"695690","40","50","Valga Games Studio","67","74","Ancient Siberia","56","3148","1777","1182","1335","2353","2660","108","749","Valga Games Studio","22","67"
"585770","174","154","Gestmorph Games","174","185","Prism Collider","0","3148","1777","791","1550","2099","1451","2","99","Gestmorph Games","100","100"
"94200","104","123","Final Form Games","154","44","Jamestown","96","614371","24819","1049","1026","361487","19043","1857","999","Final Form Games","92","95"
"536410","90","215","AO2Game","90","211","Greenwood the Last Ritual","14","173923","13211","784","1536","166578","12929","35","299","AO2Game","30","78"
"364770","0","160","Dustin Gunn","0","170","Super Furball","8","9444","3079","0","0","6034","2461","36","399","Dustin Gunn","49","87"
"575740","91","210","StarSystemStudios™, Jaryd Brad Spann","91","210","Omega One","0","149002","12228","791","1550","133000","11553","4","899","StarSystemStudios™","100","100"
"678940","0","0","Binary Souls","0","0","Nox Dei","0","1049","1026","0","0","0","0","0","0","Binary Souls","","0"
"80300","0","53","Ivy Games","0","21","Puzzle Bots","36","89716","9489","0","0","18101","4262","105","499","Wadjet Eye Games","35","82"
"368790","0","202","GeekBeach","0","275","OreLight","43","3148","1777","0","0","2361","1539","38","1499","GeekBeach","7","37"
"618030","148","218","cada","192","210","Arcade Tale","68","90241","9517","3141","3076","86306","9307","26","99","cada","1","29"
"423900","0","179","AtomicTorch Studio","0","152","Dinocide","77","64795","8064","0","0","16789","4105","88","999","AtomicTorch Studio","11","61"
"451980","3","35","The Body VR LLC","4","13","The Body VR: Journey Inside a Cell","10","76075","8738","1182","1335","42235","6511","157","0","The Body VR LLC","89","94"
"374950","0","168","Fancy Fish Games","0","218","ADventure Lib","49","5771","2407","0","0","4460","2115","39","199","Fancy Fish Games","6","49"
"420570","0","294","Laughing Jackal LTD","0","386","Cubixx HD","3","2099","1451","0","0","2365","1890","24","899","Ghostlight LTD","67","89"
"448300","0","0","Bouchard Industries","0","0","Logic Missile","1","787","888","0","0","0","0","3","99","Bouchard Industries","","0"
"579110","0","101","Ovid Works","0","135","Interkosmos","8","3935","1987","0","0","2623","1622","60","499","Ovid Works","67","88"
"263860","199","189","Flow Combine","199","186","SPACECOM","82","111752","10590","787","888","58237","7645","209","999","11 bit studios","30","64"
"2340","177","26","Rogue Entertainment","177","1","QUAKE II Mission Pack: Ground Zero","22","328172","18144","788","1091","29381","5430","40","299","id Software","21","60"
"434030","106","580","IPACS","63","220","Aerofly FS 2 Flight Simulator","206","26495","5157","4984","2236","24921","5001","585","5999","IPACS","33","73"
"746490","3","16","TSS Studio","5","16","Happy Santa","0","13641","3700","1583","2192","1574","1257","0","199","TSS Studio","","0"
"314530","0","14","Guilherme Nunes Barbosa, Lennie Svensson, Morgan Andersson","0","14","Aware","12","788","1090","0","0","784","1536","12","1299","Limevision Studios","","0"
"289500","1418","511","ALTAR Interactive","1418","63","UFO: Aftershock","23","65320","8097","791","1550","11542","3404","59","399","1C Company","30","72"
"342280","0","470","Manyland","0","446","Manyland","16","6558","2565","0","0","4984","2236","103","1199","Manyland","61","82"
"513880","438","412","Kobra Studio","463","449","Panzer Warfare","16","37513","6136","5509","2351","33840","5828","37","199","Kobra Studio","27","66"
"294020","110","367","Forever Entertainment S. A.","160","361","Merchants of Kaidan","126","163955","12827","1312","1147","104144","10223","250","1499","Forever Entertainment S. A.","23","60"
"371400","0","79","Modesto A. Rabena","0","92","Downpour","7","3410","1850","0","0","2361","1539","5","99","Divergent Game Studio","5","66"
"588290","1","31","Josh Beatty, Mike Casto","1","6","Goalie Challenge VR","3","8132","2857","788","1090","5771","2407","51","0","modulR","89","94"
"658260","159","556","KOEI TECMO GAMES CO., LTD.","243","267","BLUE REFLECTION / BLUE REFLECTION","54","6034","2461","1177","1330","4722","2177","239","5999","KOEI TECMO GAMES CO., LTD.","49","79"
"38220","0","272","","0","77","Section 8","0","101783","10107","0","0","60073","7765","0","0","","","0"
"556180","80","153","Asmodee Digital, Playsoft","102","79","Mysterium: A Psychic Clue Game","25","73452","8586","1574","1257","15477","3941","121","999","Asmodee Digital","51","81"
"607330","0","97","Funsoft","0","104","Rangi","0","1049","1026","0","0","1049","1026","15","999","Digigo","100","100"
"344440","167","244","Alawar Entertainment","246","216","Sacra Terra: Angelic Night","22","30430","5526","1183","1336","21511","4646","162","299","Alawar Entertainment","67","90"
"385530","27","363","Aratog LLC","27","11",":  ","51","103357","10185","791","1550","27544","5258","106","0","Tartezal Holdings Ltd.","24","67"
"408250","38","186","Ubisoft Montreal Studio","38","81","Eagle Flight","41","10231","3204","788","1090","7870","2810","89","1999","Ubisoft","25","66"
"241760","0","248","Pieces Interactive","0","253","Kill to Collect","31","10231","3204","0","0","8919","2992","111","999","Pieces Interactive, THQ Nordic","42","73"
"548930","0","226","Dev4play","0","261","Mankind Defender","2","4984","2236","0","0","2886","1702","7","499","Dev4play","40","100"
"248800","287","104","Dischan Media","287","46","Dysfunctional Systems: Learning to Manage Chaos","172","52728","7275","785","1538","26495","5157","609","499","Dischan Media","40","78"
"24150","0","1","","0","1","Vanguard: Saga of Heroes","0","3935","1987","0","0","788","1090","0","0","","","0"
"363920","0","165","Nekomura Games","0","185","SWR JST DX Selective Memory Erase Effect","9","11542","3404","0","0","6821","2616","15","499","Nekomura Games","18","100"
"385950","0","252","Criss Cross Games","0","296","Infection: Humanity's Last Gasp","15","7870","2810","0","0","5247","2295","8","999","HexWar Games","3","41"
"301670","0","22","Cryo Interactive","0","31","Salammb: Battle for Carthage","7","29905","5479","0","0","2623","1622","30","499","Microids","49","77"
"509220","45","153","Almighty Games","55","130","Save Jesus","112","120146","10981","2099","1451","83945","9179","1131","49","Almighty Games","74","90"
"265930","124","468","Coffee Stain Studios","27","144","Goat Simulator","5532","2974270","54479","49842","7073","2687284","51799","44475","999","Coffee Stain Publishing","67","88"
"381090","1","31","Proteus Pixel","1","17","Ted by Dawn","21","13641","3700","791","1550","3410","1850","27","0","Proteus Pixel","13","70"
"673430","42","103","Rainbow Games","73","28","Mahjong Magic Islands","6","12067","3480","2099","1451","9181","3035","21","0","Rainbow Games","40","77"
"315460","167","563","Gaddy Games","133","218","Dig or Die","188","129852","11416","4984","2236","122507","11088","2312","999","Gaddy Games","82","92"
"246940","0","347","Arkavi Studios","0","219","Lords of the Black Sun","282","19150","4384","0","0","17576","4200","76","2999","Iceberg Interactive","1","21"
"427490","247","503","Grey Alien Games","192","411","Shadowhand","19","6296","2514","2099","1451","5509","2351","143","1499","Positech Games","67","85"
"37320","0","478","PlayFirst","0","275","The Nightshift Code","3","5247","2295","0","0","3531","2304","2","699","PlayFirst","4","40"
"425450","0","15","Alberto Santiago","0","22","GoatPunks","6","3410","1850","0","0","1177","1330","14","999","Studio Canvas","28","66"
"321940","0","75","Deck 13","0","95","Moorhuhn: Tiger and Chicken","8","8657","2947","0","0","1312","1147","18","499","Young Fun Studio","27","69"
"13560","301","371","Ubisoft","513","86","Tom Clancy's Splinter Cell","114","290921","17084","1574","1257","158184","12599","734","999","Ubisoft","61","86"
"553560","0","133","Systence Games","0","133","The Maestros","0","1049","1026","0","0","788","1090","0","0","Systence Games","","0"
"511830","0","36","Robert Potter","0","36","VR Ultimate Paintball: Heartbreak, Regret & Paintbots","3","1183","1336","0","0","788","1091","5","499","Robert Potter","18","40"
"463760","208","181","Bad Seed","208","196","The Beggar's Ride","11","9444","3079","784","1536","5771","2407","68","599","Bad Seed","61","87"
"337420","258","159","Light Echo","258","175","Final Dusk","73","108866","10453","788","1091","62434","7916","219","299","Light Echo","37","77"
"264160","63","1763","Waz","76","277","WazHack","56","26233","5131","1836","1357","23085","4813","399","999","Waz Games","64","86"
"551450","26","373","MorfeoDev","26","122","Furious Angels","20","4460","2115","788","1091","3410","1850","120","499","MorfeoDev","59","84"
"563130","0","11","VIS-Games","0","11","The Cows Are Watching","4","788","1091","0","0","788","1091","8","399","SilentFuture","23","100"
"585190","24","201","EP Games®","24","265","A Gummy's Life","3","2757","2040","791","1550","2757","2040","25","1499","EP Games®","70","92"
"702110","12","128","SNK CORPORATION, Code Mystics Inc.","13","212","THE LAST BLADE 2","8","2099","1451","1182","1335","1574","1257","43","999","SNK CORPORATION","56","83"
"385370","25","26","Robert Yang","26","12","Radiator 2: Anniversary Edition","338","222716","14949","1049","1026","146903","12142","2001","0","N/A","59","85"
"756560","0","0","Fabio Cunha","0","0","Robot Warriors","0","1970","1724","0","0","0","0","0","299","Fabio Cunha","","0"
"493370","2981","3832","Playsaurus","76","125","Ragnarok Clicker","279","213797","14647","4460","2115","165529","12888","671","0","Gravity Interactive","28","70"
"661110","0","0","Ithiro Sumi","0","0","Shattered God - Quest for the Divine Relic","0","2361","1539","0","0","0","0","0","499","Ithiro Sumi","","0"
"548230","278","169","Fermenter Games","278","145","SPINGUN","7","9181","3035","784","1536","7083","2666","48","199","Fermenter Games","64","88"
"207140","96","715","DoubleDutch Games","31","262","SpeedRunners","1288","1635875","40458","61647","7866","1409748","37566","19293","1499","tinyBuild","86","94"
"292990","715","7907","KOEI TECMO GAMES CO., LTD.","997","974","NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version)","58","28069","5308","3924","2428","27282","5233","318","2499","KOEI TECMO GAMES CO., LTD.","56","85"
"527920","0","421","CrioGames","0","514","Farm Tribe 2","0","1312","1147","0","0","1177","1330","5","699","Big Fish Games","100","100"
"358300","0","42","3D Realms (Apogee Software)","0","26","Major Stryker","3","50892","7147","0","0","3410","1850","8","299","3D Realms (Apogee Software)","31","75"
"478010","0","227","EnsenaSoft","0","191","ABC Coloring Town","34","68992","8321","0","0","49842","7073","81","299","EnsenaSoft","28","40"
"492530","33","228","Mascot Entertainment","33","254","The Dark Legions","12","7608","2763","784","1536","4722","2177","33","199","Mascot Entertainment","33","76"
"521590","12","206","Warfare Studios","12","181","Subterra","9","8394","2902","788","1091","4197","2052","12","499","Red Dahlia","13","60"
"509850","0","218","Artur Rezende","0","220","Bumper","1","4197","2052","0","0","3148","1777","5","49","Artur Rezende","53","66"
"451400","0","215","Elder Games","0","204","Meridian: Squad 22","24","8132","2857","0","0","5771","2407","60","1499","Merge Games, Headup Games","30","48"
"312920","523","6370","Big Ant Studios","523","1872","Rugby League Live 3","23","3410","1850","785","1538","3410","1850","76","4999","Big Ant Studios (Steam), Tru Blu Games","39","77"
"276220","0","85","Sproing","0","53","My Best Friends - Cats & Dogs","14","3410","1850","0","0","2354","1881","27","999","Anikids","22","52"
"323670","61","183","One Legged Seagull","61","64","Super Indie Karts","19","5771","2407","791","1550","4984","2236","135","999","One Legged Seagull","64","87"
"277930","16","138","Nerd Kingdom Inc.","16","51","TUG","409","60335","7782","785","1538","49055","7017","425","0","Nerd Kingdom Inc.","9","50"
"528820","0","297","Aterdux Entertainment","0","135","Eisenwald: Blood of November","45","54564","7400","0","0","13379","3664","61","899","Aterdux Entertainment","13","58"
"15920","0","901","MumboJumbo","0","521","Luxor 2","9","15477","3941","0","0","5771","2407","5","999","MumboJumbo","3","45"
"510290","3","55","Ninja Theory","3","61","DEXED","5","3673","1920","785","1538","2361","1539","30","999","Ninja Theory","59","84"
"715370","13","5","Myarcadegames Studios","13","6","Fidget Spinner Editor","0","1574","1257","784","1536","1049","1026","0","99","Myarcadegames Studios","","0"
"437180","302","285","Sergey Marchenko, Vyacheslav Ozolnieks","302","303","Chill the Piro","1","31742","5644","784","1536","30692","5550","7","199","Sergey Marchenko","64","100"
"603090","234","255","QuickSave","261","257","Dream Stone","0","30430","5526","7083","2666","28856","5382","0","299","QuickSave","","0"
"578930","41","80","Fred Wood","41","119","kuso","0","1049","1026","791","1550","1182","1335","40","499","Fred Wood","100","100"
"307640","437","343","XGen Studios","437","237","Stick RPG 2: Director's Cut","88","63746","7999","788","1091","34365","5873","289","1999","XGen Studios","39","79"
"453000","24","65","TheWaveVR","41","36","TheWaveVR Beta","7","31217","5597","1836","1357","18625","4324","213","0","TheWaveVR","95","96"
"305980","23","136","Teyon","23","90","Heavy Fire: Afghanistan","131","38300","6200","785","1538","25446","5054","150","299","Mastiff","11","57"
"104600","3","60","Geoff Keighley","3","17","Portal 2 - The Final Hours","79","167365","12960","791","1550","104406","10236","354","199","Geoff Keighley","49","81"
"434500","424","314","AppyArt Games","424","275","BATTLE PIXELS","23","37513","6136","785","1538","33316","5783","38","199","OtakuMaker SARL","18","33"
"335450","0","219","Tin Man Games","0","200","Curse of the Assassin","0","13641","3700","0","0","6558","2565","11","499","Tin Man Games","100","100"
"558660","0","27","Alonzu, @alonzubin","0","21","it's always monday","42","32529","5714","0","0","20462","4532","206","99","AlonZubina","53","82"
"9730","1","197","","1","94","Tycoon City: New York","90","24659","4975","791","1550","10231","3204","52","999","Retroism","3","32"
"546240","0","18","Mugurel-Adrian Enache, Diana Marin","0","18","The Journey","7","1182","1335","0","0","791","1550","6","499","MD Lab Games","7","30"
"252430","2","160","PD Design Studio","2","128","Dusty Revenge:Co-Op Edition","87","96012","9816","784","1536","22560","4758","61","1499","PD Design Studio","5","50"
"710480","0","0","Step Dad Productions","0","0","Extreme Real Reality HD Remix","0","2099","1451","0","0","0","0","0","99","Step Dad Productions","","0"
"763930","10","2249","Choice of Games","10","3217","Tally Ho","1","2363","1888","784","1536","2353","2660","18","699","Choice of Games","89","94"
"668630","198","334","HL-Galgame","18","114","Tricolour Lovestory","776","295906","17230","22560","4758","214846","14683","7517","199","SakuraGame","74","90"
"303680","17","698","WildTangent","17","183","FATE: The Traitor Soul","16","24921","5001","785","1538","17838","4231","107","799","WildTangent","61","89"
"697750","13","41","Sergej110","13","71","Combat Raccoon","23","6558","2565","788","1090","1049","1026","37","199","Sergej110","17","73"
"433800","78","339","SplitmediaLabs","29","22","XSplit","135","157134","12557","2886","1702","96537","9843","197","0","Devolver Digital","15","59"
"409070","0","168","Sinclair Strange","0","201","Fist Slash: Of Ultimate Fury","7","11280","3365","0","0","7345","2715","23","399","Rising Star Games","39","78"
"220960","0","46","ACD Systems International Inc.","0","50","ACDSee 15","9","1183","1336","0","0","1183","1336","7","4999","ACD Systems International Inc.","5","46"
"321890","0","478","Amaranth Games, LLC","0","480","Aveyond 3-4: The Darkthrop Prophecy","2","4460","2115","0","0","1049","1026","11","999","Degica","56","81"
"319570","39","71","MobileBits","62","5","Heroes of SoulCraft - Arcade MOBA","280","267574","16385","1971","1725","142182","11945","187","0","MobileBits","4","40"
"400790","202","237","Anvate Games","202","240","The Juicer","23","39611","6305","791","1550","33316","5783","151","49","Anvate Games","61","92"
"374733","0","0","","0","0","Blender: 6.5 Baking - Baking Base Color","0","3673","1920","0","0","0","0","0","","","","0"
"576730","202","345","Blind Recluse","202","436","Spirit of Maya","13","8919","2992","791","1550","6558","2565","23","199","Blind Recluse","19","63"
"485410","149","342","Hipix Studio","149","210","Alien Run","165","217732","14781","788","1090","175497","13271","73","49","Dagestan Technology","2","33"
"318560","0","0","Carlo D'Apostoli Projects","0","0","Unlimited Escape 2","4","1182","1335","0","0","0","0","1","499","Strategy First","","0"
"340200","0","20","2SD","0","6","Bloop","165","222454","14940","0","0","36201","6028","139","499","KISS ltd","6","38"
"447200","1","332","Dogenzaka Lab","1","332","The Men of Yoshiwara: Ohgiya","10","9181","3035","791","1550","5771","2407","86","1599","Dogenzaka Lab","70","88"
"397750","15","196","Cubicle Ninjas","15","85","Guided Meditation VR","8","5771","2407","788","1090","4984","2236","39","1499","Cubicle Ninjas","51","82"
"455200","0","283","Large Visible Machine","0","318","The Battle for Sector 219","3","7608","2763","0","0","4722","2177","12","699","Large Visible Machine, Your Move Games","46","66"
"329430","501","1188","Undead Labs","118","394","State of Decay: YOSE","938","311383","17675","20724","4561","283051","16852","2901","2999","Microsoft Studios","37","74"
"410130","0","256","Private Moon Studios","0","227","AGON - The Lost Sword of Toledo","11","24659","4975","0","0","10755","3285","9","999","Microids Indie","","0"
"305860","0","706","Pixelatto","0","354","AutoTileGen","13","6034","2461","0","0","3148","1777","25","999","Pixelatto","22","56"
"375520","277","260","TERNOX","287","278","Taimumari","24","53515","7329","21511","4646","38562","6221","96","499","TERNOX","46","71"
"525460","227","244","FranticDreamer, SpoNk","249","252","Sullen: Light is Your Friend","0","40661","6388","20724","4561","39349","6284","0","499","FranticDreamer, SpoNk","","0"
"279160","0","160","Last Dimension","0","118","Ultionus: A Tale of Petty Revenge","81","27020","5208","0","0","16264","4040","152","699","Last Dimension","22","66"
"428420","0","29","3DTM","0","31","Room 404","32","7608","2763","0","0","1183","1336","32","1499","Machine Bear® Software e Games","9","41"
"244030","107","912","Bohemia Interactive","155","318","Take On Mars","546","69517","8353","1574","1257","66369","8162","800","2699","Bohemia Interactive","15","59"
"240460","78","1771","YUKE’S Co., Ltd.","133","653","WWE 2K15","945","88142","9405","1183","1336","82896","9121","1987","4999","2K","24","71"
"652470","0","3","Owlgorithm","0","3","Hex Tunnel","0","2623","1622","0","0","784","1536","0","499","Owlgorithm LLC","","0"
"468150","0","0","Hive Mind Studios","0","0","Trap House","1","1583","2192","0","0","0","0","5","999","Hive Mind Studios","53","100"
"386330","0","92","HJO Creations","0","92","HoD: On open seas","12","6296","2514","0","0","788","1091","3","399","HJO Creations","0","100"
"540610","85","939","Zoo Corporation","111","201","Delicious! Pretty Girls Mahjong Solitaire","132","60598","7799","3148","1777","47744","6922","936","99","Zoo Corporation","64","88"
"201040","0","149","Hassey Enterprises, Inc.","0","118","Galcon Legends","81","99947","10015","0","0","31742","5644","53","499","Hassey Enterprises, Inc.","4","30"
"569010","0","5","baKno Games","0","5","Island Racer","2","787","888","0","0","787","888","2","499","baKno Games","","0"
"315320","19","394","Silent Dreams","19","147","Skilltree Saga","97","30955","5574","784","1536","7345","2715","44","999","Headup Games","2","37"
"210170","84","100","Spaces of Play","155","59","Spirits","49","246850","15738","1568","2172","72665","8540","144","399","Spaces of Play","35","75"
"340730","138","689","Love in Space","234","338","Sunrider Academy","112","62172","7899","1836","1357","46957","6865","695","999","Sekai Project","61","86"
"576390","558","559","Mugle Studio","628","641","365 Days","8","14953","3874","13641","3700","14953","3874","3","999","Mugle Studio","1","20"
"329460","28","86","TreeFortress Games","28","24","JumpJet Rex","34","182055","13516","785","1538","42759","6551","364","999","TreeFortress Games","78","96"
"39200","688","613","Gas Powered Games","1140","46","Dungeon Siege II","190","450679","21261","3673","1920","206714","14402","664","699","Square Enix","40","76"
"57300","503","274","Frictional Games","46","82","Amnesia: The Dark Descent","886","3334184","57660","15215","3908","1917352","43788","16684","1999","Frictional Games","89","95"
"683630","0","0","Golden Age Creative","0","0","Half Past Disaster","0","2623","1622","0","0","0","0","0","999","Golden Age Creative","","0"
"493200","168","256","Tequila Works, QLOC","226","198","RiME","148","50367","7110","1574","1257","36988","6093","1373","2999","Grey Box","74","90"
"514360","0","1","Numb Thumb Studios","0","1","Freedom Fighter","0","2623","1622","0","0","784","1536","0","99","Numb Thumb Studios","","0"
"630260","0","0","Paul Svelmoe","0","0","Tilted Mind","0","791","1550","0","0","0","0","0","299","Paul Svelmoe","","0"
"292200","0","166","Filament Games","0","100","Crazy Plant Shop","55","41185","6429","0","0","25446","5054","169","499","Filament Games","37","77"
"630","319","324","Valve","37","91","Alien Swarm","855","4991569","70432","20199","4503","4991569","70432","16732","0","Valve","92","95"
"444290","13","240","Dagestan Technology","13","208","28 Waves Later","104","150314","12282","785","1538","136673","11711","28","49","Dagestan Technology","1","8"
"36180","0","654","Sandlot Games","0","709","Cake Mania Collection","8","4984","2236","0","0","3673","1920","19","1499","Sandlot Games","28","66"
"761100","0","0","XiNFiNiTY Games","0","0","Jump! Jump! Jump!","0","1182","1335","0","0","0","0","0","99","OtakuMaker SARL","","0"
"383330","3452","308","Alister Software","6644","210","Star Chronicles: Delta Quadrant","89","418937","20499","2099","1451","307186","17555","143","49","Back To Basics Gaming, Alister Software","17","58"
"266110","30","236","Terrible Posture Games","30","101","Tower of Guns","155","275969","16640","785","1538","119884","10969","752","1499","Terrible Posture Games LLC","51","87"
"349100","0","182","Instant Kingdom","0","276","Notrium","0","10231","3204","0","0","1836","1357","39","199","Instant Kingdom","100","100"
"492630","195","247","Exordium Games","195","169","Bear With Me","56","22823","4786","785","1538","13116","3628","459","499","Exordium Games","70","88"
"336440","30","184","Studio Evil","30","148","Super Cane Magic ZERO","10","7608","2763","785","1086","6821","2616","177","1599","Studio Evil","89","93"
"598070","6","34","GexagonVR","6","13","Nevrosa: Prelude","6","28856","5382","785","1086","18888","4354","128","0","GexagonVR","92","95"
"298030","206","1261","Cavedog Entertainment","364","91","Total Annihilation","43","95225","9776","2099","1451","66107","8145","1064","499","Wargaming.net","95","95"
"644310","12","118","Alexey Glinskiy","16","57","BALLOON Saga","51","17576","4200","1312","1147","11805","3442","182","99","Alexey Glinskiy","42","81"
"239070","125","434","Crackshell","74","188","Hammerwatch","527","887192","29817","7345","2715","694381","26384","4902","999","Crackshell","74","89"
"620530","0","32","Emanon Studios","0","9","Mirt. Tales of the Cold Land. Chapter one","25","22823","4786","0","0","12854","3592","124","99","RuVN","53","83"
"389230","0","17","Thirsten Studios","0","17","Fish or Die","2","791","1550","0","0","791","1550","3","599","Thirsten Studios","","0"
"350480","0","139","Red Dwarf Games","0","152","Tales of Cosmos","4","4197","2052","0","0","1182","1335","29","1499","Red Dwarf Games","64","83"
"335440","0","10","Rabid Design Studios","0","10","Dungeon Shooter 2","3","791","1550","0","0","791","1550","1","799","Rabid Design Studios","","0"
"415480","296","562","Idea Factory, Compile Heart, Sting","442","232","Hyperdevotion Noire: Goddess Black Heart (Neptunia)","94","59811","7748","2361","1539","28594","5357","488","2999","Idea Factory International","53","84"
"372570","0","114","Spline Games","0","114","A Stroke of Fate: Operation Bunker","3","788","1091","0","0","785","1538","1","699","Akella","1","25"
"394360","733","7970","Paradox Development Studio","380","3369","Hearts of Iron IV","3394","919458","30353","293545","17161","888504","29839","17252","3999","Paradox Interactive","53","83"
"12210","374","1463","Rockstar North, Rockstar Toronto","62","463","Grand Theft Auto IV","16510","4400283","66168","82371","9092","3747087","61101","30441","1999","Rockstar Games","21","63"
"270210","37","260","Icetesy SPRL","27","134","Melody's Escape","252","132738","11542","5771","2407","125130","11206","3859","999","Icetesy SPRL","86","93"
"568090","27","282","Waygetter Electronics","27","92","Tattletail","137","91290","9572","5509","2351","65057","8081","1126","499","Little Flag Software, LLC","70","90"
"243450","2281","185","Tate Multimedia","2281","87","Urban Trial Freestyle","266","181793","13506","787","888","134312","11610","1151","699","Tate Multimedia","49","83"
"336420","0","343","Toadman Interactive, Fatshark","0","203","Bloodsports.TV","70","77911","8843","0","0","39611","6305","290","999","Fatshark","46","82"
"529480","0","183","gtscom","0","196","Chopper: Lethal darkness","8","11805","3442","0","0","9706","3121","42","399","gtscom","56","86"
"442080","1012","1404","WeMade","159","85","Riders of Icarus","2426","1807962","42525","13116","3628","1046687","32381","4932","0","Nexon America","24","67"
"252250","2","262","Simon Roth","2","69","Maia","386","41710","6470","791","1550","36988","6093","382","2499","Machine Studios","8","45"
"655780","415","1652","Tasharen Entertainment Inc.","746","764","Project 5: Sightseer","11","2886","1702","1574","1257","2886","1702","76","1999","Tasharen Entertainment Inc.","64","88"
"436520","218","214","BlackSpot Entertainment","35","40","Line of Sight","2970","2270708","47635","30430","5526","1813471","42590","3920","0","BlackSpot Entertainment","13","56"
"600650","33","28","Lumen Labs","33","29","OK Bob","0","1970","1724","791","1550","1576","1542","14","399","Lumen Labs","100","100"
"221200","0","44","iPi Soft ","0","5","iPi Mocap Studio 2","5","94438","9736","0","0","8132","2857","10","0","iPi Soft","","0"
"240200","0","68","Sunstorm Interactive, 3D Realms, Interceptor Entertainment","0","25","Duke Nukem: Manhattan Project","16","120671","11005","0","0","27020","5208","131","374","3D Realms (Apogee Software)","","0"
"384090","0","2232","8D Studio","0","105","Sketch Tales","34","4984","2236","0","0","4197","2052","102","100","8D Studio","37","71"
"521680","43","343","KOEI TECMO GAMES CO., LTD.","43","522","Bandit Kings of Ancient China / ","1","3545","2313","791","1550","1970","1724","4","1299","KOEI TECMO GAMES CO., LTD.","46","80"
"703920","0","1","Snkl Studio","0","1","Bang Bang Fruit 2","11","2886","1702","0","0","791","1550","6","99","Snkl Studio","3","31"
"330460","9","324","Romenics, Artaani, Riya","10","130","Celestial Command","47","21249","4618","1183","1336","19675","4444","199","1099","Romenics","46","79"
"413893","0","138","","0","138","Robotpencil Presents: Advanced Design Tips 4","0","1049","1026","0","0","784","1536","0","","","","0"
"279440","258","389","Forge Reply srl","440","257","Joe Dever's Lone Wolf HD Remastered","103","71353","8462","1577","1543","40661","6388","341","1499","505 Games","39","77"
"335150","0","76","Gameguyz","0","8","Magic Barrage - Bitferno","444","305087","17495","0","0","156347","12526","230","0","Gameguyz","3","34"
"727390","0","0","TSS Studio","0","0","Soldier of Failure","20","12067","3480","0","0","0","0","9","199","TSS Studio","2","43"
"12180","0","54","Rockstar North","0","9","Grand Theft Auto 2","15","596533","24457","0","0","163692","12817","144","0","Rockstar Games","74","86"
"698640","311","305","Snowhound Games","473","293","Deep Sky Derelicts","14","6558","2565","2099","1451","6034","2461","119","1599","1C Company","70","87"
"205950","40","204","Blit Software","32","22","Jet Set Radio","555","1725329","41545","4722","2177","497111","22328","2995","799","Sega","56","88"
"268320","0","265","Tuesday Society","0","146","Grapple","19","32004","5668","0","0","23085","4813","231","799","Midnight City, Majesco Entertainment","82","91"
"612310","0","0","Jon Gallant","0","0","GORB","0","788","1090","0","0","0","0","0","99","jgallant","","0"
"204060","17","98","Capybara, Superbrothers, Jim Guthrie","20","27","Superbrothers: Sword & Sworcery EP","451","848367","29158","1836","1357","390606","19794","1684","799","Capybara Games","42","80"
"428750","100","306","10tons Ltd","96","138","Neon Chrome","40","208026","14448","2623","1622","73976","8617","591","1499","10tons Ltd","86","95"
"523180","0","0","Capitola VR","0","0","Doritos VR Battle","5","2099","1451","0","0","0","0","10","299","Capitola VR","23","71"
"325880","1","13","Levels or Lives, Super Fun Games","1","6","Crystal Catacombs","36","22823","4786","791","1550","3148","1777","32","799","Crescent Moon Games","7","66"
